,Tournament Name,Tournament Date,Tournament Country,Discipline,Number of Sets Played,Retired,Match Duration (min),Team 1 Nationalities,Team 2 Nationalities,Team 1 Name(s),Team 1 Seed,Team 2 Name(s),Team 2 Seed,Points Set 1 Team 1,Points Set 1 Team 2,Points Set 2 Team 1,Points Set 2 Team 2,Points Set 3 Team 1,Points Set 3 Team 2,Total Points Team 1,Total Points Team 2,Sets Won Team 1,Sets Won Team 2,Total Game Points Team 1,Total Game Points Team 2,Most Consecutive Points Team 1,Most Consecutive Points Team 2,Team 1 Head to Head Analysis,Team 2 Head to Head Analysis,Upset,Team 1 World Ranking (at the time),Team 1 Points Accumulated,Team 2 World Ranking (at the time),Team 2 Points Accumulated
132,Yonex_All_England_Open,2019-03-07,England,MD,6,0,65,China,Chinesetaipei,"Liu Cheng, Zhang Nan",,"Lee Yang, Wang Chi-Lin",,22,20,16.0,21.0,21.0,11.0,59,52,2,1,4,1,5,5,0,0,1,50,2750,15,9750
133,Victor_China_Open,2019-09-17,China,MD,4,0,21,Indonesia,Thailand,"Fajar Alfian, Muhammad Rian Ardianto",7.0,"Bodin Isara, Maneepong Jongjit",,21,14,21.0,11.0,,,42,25,2,0,3,0,4,3,0,1,0,6,56820,29,26950
134,Blibli_Indonesia_Open,2019-07-18,Indonesia,MD,6,0,83,Japan,Indonesia,"Hiroyuki Endo, Yuta Watanabe",5.0,"Wahyu Nayaka Arya Pangkaryanira, Ade Yusuf Santoso",,21,17,16.0,21.0,21.0,17.0,58,55,2,1,5,1,5,5,2,0,0,8,35760,15,26090
135,Yonex_All_England_Open,2019-03-07,England,MD,6,0,68,China,Chinesetaipei,"Han Cheng Kai, Zhou Hao Dong",7.0,"Liao Min Chun, Su Ching Heng",,21,14,20.0,22.0,21.0,19.0,62,55,2,1,5,1,5,4,1,1,0,18,9170,32,6110
136,Victor_China_Open,2019-09-19,China,MD,6,0,71,Malaysia,Denmark,"Goh V Shem, Tan Wee Kiong",,"Mathias Boe, Mads Conrad-Petersen",,21,13,22.0,24.0,27.0,25.0,70,62,2,1,8,4,6,6,2,0,0,5,58090,45,18650
137,Victor_China_Open,2019-09-20,China,MD,6,0,63,China,Malaysia,"Li Jun Hui, Liu Yu Chen",3.0,"Ong Yew Sin, Teo Ee Yi",,16,21,22.0,20.0,22.0,20.0,60,61,2,1,4,1,4,4,6,0,0,9,54260,11,43420
138,Yonex_All_England_Open,2019-03-06,England,MD,4,0,41,Denmark,Korea,"Mathias Boe, Carsten Mogensen",,"Choi Sol Gyu, Seo Seung Jae",,21,16,21.0,11.0,,,42,27,2,0,5,0,7,4,0,0,0,17,9340,36,5820
139,Yonex_All_England_Open,2019-03-07,England,MD,4,0,42,Malaysia,Denmark,"Aaron Chia, Soh Wooi Yik",,"Kim Astrup, Anders Skaarup Rasmussen",5.0,21,19,21.0,16.0,,,42,35,2,0,2,0,5,5,7,4,1,8,15240,7,15310
140,Blibli_Indonesia_Open,2019-07-16,Indonesia,MD,6,0,65,Korea,Indonesia,"Choi Sol Gyu, Seo Seung Jae",,"Berry Angriawan, Hardianto Hardianto",,17,21,21.0,11.0,22.0,20.0,60,52,2,1,3,4,5,4,0,0,1,42,13720,24,20580
141,Yonex_All_England_Open,2019-03-06,England,MD,6,0,47,Japan,Japan,"Takeshi Kamura, Keigo Sonoda",3.0,"Takuro Hoki, Yugo Kobayashi",,21,17,19.0,21.0,21.0,9.0,61,47,2,1,3,2,5,3,4,2,0,5,16030,26,7490
142,Victor_China_Open,2019-09-19,China,MD,6,0,55,Indonesia,Japan,"Mohammad Ahsan, Hendra Setiawan",2.0,"Takuto Inoue, Yuki Kaneko",,18,21,21.0,17.0,21.0,16.0,60,54,2,1,2,2,5,6,0,0,0,1,73720,23,33250
143,Victor_China_Open,2019-09-20,China,MD,4,0,34,Indonesia,Malaysia,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1.0,"Goh V Shem, Tan Wee Kiong",,21,15,21.0,17.0,,,42,32,2,0,4,0,5,3,6,1,0,4,61910,5,58090
144,Blibli_Indonesia_Open,2019-07-18,Indonesia,MD,4,0,28,China,Indonesia,"Li Jun Hui, Liu Yu Chen",3.0,"Ricky Karandasuwardi, Angga Pratama",,21,10,21.0,13.0,,,42,23,2,0,8,0,7,4,1,2,0,12,30360,43,12680
145,Victor_China_Open,2019-09-18,China,MD,4,0,34,Korea,Korea,"Choi Sol Gyu, Seo Seung Jae",,"Ko Sung Hyun, Shin Baek Cheol",,21,17,21.0,14.0,,,42,31,2,0,2,0,4,4,1,0,1,17,37670,15,39690
146,Yonex_All_England_Open,2018-03-14,England,MD,6,0,59,Malaysia,Indonesia,"Ong Yew Sin, Teo Ee Yi",,"Fajar Alfian, Muhammad Rian Ardianto",,21,16,16.0,21.0,23.0,21.0,60,58,2,1,2,3,5,6,2,7,1,19,7450,4,16650
147,Victor_China_Open,2019-09-18,China,MD,4,0,31,Chinesetaipei,Russia,"Lee Yang, Wang Chi-Lin",,"Vladimir Ivanov, Ivan Sozonov",,21,17,21.0,16.0,,,42,33,2,0,5,0,5,5,4,0,0,2,69260,28,27270
148,Blibli_Indonesia_Open,2019-07-18,Indonesia,MD,4,0,33,Indonesia,Chinesetaipei,"Fajar Alfian, Muhammad Rian Ardianto",6.0,"Liao Min Chun, Su Ching Heng",,21,12,21.0,11.0,,,42,23,2,0,2,0,8,3,3,2,0,6,38450,18,25080
149,Blibli_Indonesia_Open,2019-07-18,Indonesia,MD,4,0,34,China,China,"He Ji Ting, Tan Qiang",,"Han Cheng Kai, Zhou Hao Dong",7.0,21,17,21.0,18.0,,,42,35,2,0,6,0,6,4,0,1,1,23,20980,13,27890
150,Victor_China_Open,2019-09-18,China,MD,6,0,55,Malaysia,Korea,"Ong Yew Sin, Teo Ee Yi",,"Kim Gi Jung, Lee Yong Dae",,20,22,21.0,13.0,21.0,13.0,62,48,2,1,5,1,6,5,0,1,0,11,43420,40,21170
151,Victor_China_Open,2019-09-19,China,MD,4,0,39,Indonesia,Chinesetaipei,"Fajar Alfian, Muhammad Rian Ardianto",7.0,"Lu Ching Yao, Yang Po Han",,21,19,21.0,19.0,,,42,38,2,0,5,0,6,5,7,1,0,6,56820,10,52580
152,Victor_China_Open,2019-09-20,China,MD,4,0,39,Indonesia,Japan,"Fajar Alfian, Muhammad Rian Ardianto",7.0,"Takeshi Kamura, Keigo Sonoda",4.0,23,21,22.0,20.0,,,45,41,2,0,4,1,4,4,4,6,1,6,56820,3,68550
153,Blibli_Indonesia_Open,2019-07-16,Indonesia,MD,6,0,60,India,Malaysia,"Satwiksairaj Rankireddy, Chirag Shetty",,"Goh Sze Fei, Nur Izzuddin",,21,19,18.0,21.0,21.0,19.0,60,59,2,1,4,1,6,6,5,2,1,95,2750,20,23890
154,Victor_China_Open,2019-09-21,China,MD,4,0,32,Indonesia,China,"Mohammad Ahsan, Hendra Setiawan",2.0,"Li Jun Hui, Liu Yu Chen",3.0,22,20,21.0,11.0,,,43,31,2,0,2,1,4,3,5,9,0,1,73720,9,54260
155,Victor_China_Open,2019-09-20,China,MD,4,0,29,Indonesia,Japan,"Mohammad Ahsan, Hendra Setiawan",2.0,"Hiroyuki Endo, Yuta Watanabe",6.0,21,15,21.0,12.0,,,42,27,2,0,6,0,10,4,5,2,0,1,73720,8,54830
156,Blibli_Indonesia_Open,2019-07-17,Indonesia,MD,6,0,52,Germany,Thailand,"Mark Lamsfuss, Marvin Seidel",,"Bodin Isara, Maneepong Jongjit",,10,21,21.0,13.0,27.0,25.0,58,59,2,1,5,5,6,6,0,0,0,22,22060,34,16120
157,Yonex_All_England_Open,2019-03-06,England,MD,6,0,51,Malaysia,Indonesia,"Goh V Shem, Tan Wee Kiong",,"Berry Angriawan, Hardianto Hardianto",,21,14,17.0,21.0,21.0,17.0,59,52,2,1,3,1,4,4,3,1,0,6,15640,27,7200
158,Blibli_Indonesia_Open,2019-07-16,Indonesia,MD,6,0,56,Indonesia,Japan,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1.0,"Takuto Inoue, Yuki Kaneko",,20,22,21.0,16.0,21.0,14.0,62,52,2,1,5,1,4,5,7,0,0,11,33870,17,25370
159,Blibli_Indonesia_Open,2019-07-17,Indonesia,MD,4,0,26,Japan,Canada,"Takuro Hoki, Yugo Kobayashi",,"Jason Anthony Ho-Shue, Nyl Yakura",,21,9,21.0,12.0,,,42,21,2,0,3,0,9,2,0,0,0,16,25980,46,11210
160,Yonex_All_England_Open,2018-03-14,England,MD,4,0,30,Indonesia,Indonesia,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1.0,"Angga Pratama, Rian Agung Saputro",,21,16,21.0,19.0,,,42,35,2,0,5,0,6,3,0,0,0,2,18400,37,5040
161,Victor_China_Open,2019-09-21,China,MD,4,0,26,Indonesia,Indonesia,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1.0,"Fajar Alfian, Muhammad Rian Ardianto",7.0,21,8,21.0,16.0,,,42,24,2,0,4,0,7,3,5,4,0,4,61910,6,56820
162,Victor_China_Open,2019-09-17,China,MD,4,0,45,Chinesetaipei,Chinesetaipei,"Lu Ching Yao, Yang Po Han",,"Liao Min Chun, Su Ching Heng",,21,17,21.0,17.0,,,42,34,2,0,7,0,9,5,0,1,0,10,52580,16,39180
163,Blibli_Indonesia_Open,2019-07-18,Indonesia,MD,4,0,42,China,Korea,"Ou Xuan Yi, Zhang Nan",,"Choi Sol Gyu, Seo Seung Jae",,21,18,21.0,18.0,,,42,36,2,0,6,0,9,5,1,0,0,14,26340,42,13720
164,Victor_China_Open,2019-09-19,China,MD,6,0,74,Malaysia,Denmark,"Ong Yew Sin, Teo Ee Yi",,"Kim Astrup, Anders Skaarup Rasmussen",8.0,21,18,14.0,21.0,25.0,23.0,60,62,2,1,5,4,3,3,1,2,0,11,43420,19,35900
165,Blibli_Indonesia_Open,2019-07-17,Indonesia,MD,6,0,62,Japan,Malaysia,"Takeshi Kamura, Keigo Sonoda",2.0,"Goh V Shem, Tan Wee Kiong",,17,21,21.0,19.0,21.0,14.0,59,54,2,1,6,1,5,6,10,3,0,1,53830,4,40390
166,Victor_China_Open,2019-09-22,China,MD,6,0,42,Indonesia,Indonesia,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1.0,"Mohammad Ahsan, Hendra Setiawan",2.0,21,18,17.0,21.0,21.0,15.0,59,54,2,1,2,4,4,5,10,2,1,4,61910,1,73720
